1;0;2590.00;10.30;1589.00;0.00;0.40
2;0;3266.00;10.30;1083.00;0.00;0.56
3;0;2552.00;10.30;1325.00;0.00;0.32
4;0;2149.00;10.30;911.00;0.00;0.44
5;0;1726.00;10.30;1450.00;0.00;0.48
6;0;1777.00;10.30;607.00;0.00;0.44
7;0;3296.00;10.30;1734.00;0.00;0.80
8;0;1869.00;10.30;1754.00;0.00;0.36
9;0;548.00;10.30;1602.00;0.00;0.76
10;0;1844.00;10.30;1881.00;0.00;0.48
11;0;670.00;10.30;1790.00;0.00;0.36
12;0;546.00;10.30;1934.00;0.00;0.36
13;0;1899.00;10.30;1287.00;0.00;0.36
14;0;1691.00;10.30;1376.00;0.00;0.40
15;0;458.00;10.30;1751.00;0.00;0.64
16;0;2014.00;10.30;1369.00;0.00;0.40
17;0;1323.00;10.30;602.00;0.00;0.96
18;0;3169.00;10.30;1148.00;0.00;0.40
19;0;3014.00;10.30;1232.00;0.00;0.28
20;0;1383.00;10.30;2215.00;0.00;0.44
21;0;2653.00;10.30;1134.00;0.00;0.40
22;0;1302.00;10.30;2408.00;0.00;0.20
23;0;3115.00;10.30;1293.00;0.00;0.40
24;0;723.00;10.30;2329.00;0.00;0.36
25;0;2853.00;10.30;1193.00;0.00;0.24
26;0;2992.00;10.30;1537.00;0.00;0.60
27;0;2193.00;10.30;586.00;0.00;0.28
28;0;545.00;10.30;1467.00;0.00;0.52
29;0;2972.00;10.30;815.00;0.00;0.40
30;0;1069.00;10.30;1592.00;0.00;0.56
31;0;239.00;10.30;1836.00;0.00;0.92
32;0;1495.00;10.30;887.00;0.00;0.64
33;0;2280.00;10.30;210.00;0.00;0.20
34;0;1922.00;10.30;1818.00;0.00;0.44
35;0;1611.00;10.30;2294.00;0.00;0.28
36;0;2408.00;10.30;1864.00;0.00;0.32
37;0;2156.00;10.30;1368.00;0.00;0.40
38;0;1110.00;16.10;602.00;0.00;1.04
39;0;2758.00;10.30;692.00;0.00;0.16
40;0;2450.00;10.30;1040.00;0.00;0.20
41;0;1273.00;10.30;1523.00;0.00;0.68
42;0;2774.00;10.30;947.00;0.00;0.28
43;0;247.00;10.30;2045.00;0.00;0.48
44;0;1575.00;10.30;2447.00;0.00;0.40
45;0;1330.00;10.30;2754.00;0.00;0.36
